,db_id,original_sql
1585,european_football_2,"SELECT t.team_long_name, t.team_short_name, ta.buildupplayspeed, ta.buildupplayspeedclass, ta.chancecreationpassing, ta.chancecreationpassingclass, ta.defencepressure, ta.defencepressureclass FROM team t INNER JOIN team_attributes ta ON t.team_api_id = ta.team_api_id WHERE ta.date = '2015-11-30 00:00:00'"
1586,superhero,"WITH SUPERHERO_GROUP_RANK AS (SELECT ID, SUBGROUP1, ROW_NUMBER() OVER (ORDER BY SUBGROUP2 ASC NULLS FIRST) AS RANK FROM SUPERHERO_GROUP) SELECT S1.SUBGROUP1 AS CURRENT_SUBGROUP, S2.SUBGROUP1 AS SUBGROUP_AFTER_10 FROM SUPERHERO_GROUP_RANK AS S1 LEFT JOIN SUPERHERO_GROUP_RANK AS S2 ON S2.RANK = S1.RANK + 10"
1587,european_football_2,"SELECT t1.team_short_name, t2.defenceaggressionclass FROM team t1 INNER JOIN team_attributes t2 ON t1.team_api_id = t2.team_api_id WHERE t2.defenceaggression BETWEEN 45 AND 65 AND t2.buildupplayspeed > 75"
1588,european_football_2,"SELECT TA.ID, TA.BUILDUPPLAYDRIBBLING, TA.CHANCECREATIONSHOOTING, TA.DEFENCEAGGRESSION, TA.DEFENCETEAMWIDTH FROM team_attributes AS TA WHERE TA.BUILDUPPLAYDRIBBLING < (SELECT AVG(BUILDUPPLAYDRIBBLING) FROM team_attributes) AND TA.CHANCECREATIONSHOOTING > (SELECT AVG(CHANCECREATIONSHOOTING) FROM team_attributes) AND TA.DEFENCEAGGRESSION > (SELECT AVG(DEFENCEAGGRESSION) FROM team_attributes) AND TA.DEFENCETEAMWIDTH < (SELECT AVG(DEFENCETEAMWIDTH) FROM team_attributes)"
1589,toxicology,"SELECT bond_type, MAX(CASE WHEN rn = 1 THEN transact_dt_tm END) AS transact_dt_tm_1, MAX(CASE WHEN rn = 2 THEN transact_dt_tm END) AS transact_dt_tm_2 FROM (SELECT bond_type, transact_dt_tm, ROW_NUMBER() OVER (PARTITION BY bond_type ORDER BY transact_dt_tm ASC) AS rn FROM bond_list) AS subquery WHERE rn <= 3 GROUP BY bond_type ORDER BY bond_type"
1590,student_club,"SELECT e.event_name, SUM(b.amount) AS Total_Budget_Allocated FROM event AS e JOIN budget AS b ON e.event_id = b.link_to_event WHERE b.event_status = 'Approved' AND b.category = 'Social' AND e.status = 'Planned' GROUP BY e.event_name HAVING SUM(b.amount) > 2000"
1591,formula_1,"SELECT driverid, COUNT(*) FROM laptimes GROUP BY driverid HAVING COUNT(*) > 25;"
1592,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, c.atom_id2, b.bond_type FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond AS b ON c.bond_id = b.bond_id WHERE a.element = 'Fe' AND b.bond_type = 'dative' ORDER BY m.molecule_id DESC, a.atom_id ASC, b.bond_type DESC"
1593,superhero,"SELECT s.superhero_name, g.gender, c.colour FROM superhero s JOIN gender g ON s.gender_id = g.id JOIN colour c ON s.skin_colour_id = c.id WHERE s.alignment_id = 2 AND s.weight_kg BETWEEN 60 AND 80 AND s.height_cm > 190"
1594,card_games,"SELECT cards.watermark, CASE WHEN EXISTS (SELECT * FROM card_type WHERE card_type.cardid = cards.id AND card_type.type = 'Land') THEN 'land' ELSE 'not land' END FROM cards"
1595,toxicology,"SELECT (SELECT COUNT(*) FROM molecule WHERE molecule_id = 'MOL002') AS molecule_id_count, label, COUNT(*) AS label_count FROM molecule GROUP BY ROLLUP (label)"
1596,card_games,"SELECT id, (CASE WHEN (colors = 'W' AND power = '6' AND toughness = '5') THEN COALESCE(watermark, '6068') WHEN (colors = 'U' AND power = '5' AND toughness = '4') THEN COALESCE(watermark, '6069') WHEN (colors = 'B' AND power = '4' AND toughness = '3') THEN COALESCE(watermark, '6070') WHEN (colors = 'R' AND power = '3' AND toughness = '2') THEN COALESCE(watermark, '6071') END) AS watermark FROM cards"
1597,european_football_2,"SELECT Player.player_api_id, Player.player_name, Player_Attributes.defensive_work_rate FROM player LEFT JOIN player_attributes ON Player.player_api_id = Player_Attributes.player_api_id AND Player_Attributes.defensive_work_rate = 'high' AND Player_Attributes.standing_tackle > 85"
1598,superhero,"SELECT sqR.race_count AS total_by_race, R.race AS race, A.alignment AS alignment, sqRA.race_alignment_count AS count_by_race_alignment FROM (SELECT race_id, COUNT(*) AS race_count FROM superhero WHERE race_id IS NOT NULL GROUP BY race_id) sqR INNER JOIN (SELECT race_id, alignment_id, COUNT(*) AS race_alignment_count FROM superhero WHERE alignment_id IS NOT NULL GROUP BY race_id, alignment_id) sqRA ON sqR.race_id = sqRA.race_id INNER JOIN race R ON sqR.race_id = R.id INNER JOIN alignment A ON sqRA.alignment_id = A.id WHERE A.alignment LIKE 'Good%' ORDER BY R.race, A.alignment;"
1599,student_club,"SELECT m.first_name, m.last_name, SUM(b.spent) AS Total_Spent_On_Trainings FROM member AS m JOIN budget AS b ON m.member_id = b.link_to_event JOIN event AS e ON b.link_to_event = e.event_id WHERE e.type = 'Training' AND e.status = 'Completed' AND b.spent > 150 GROUP BY m.first_name, m.last_name HAVING SUM(b.spent) > 900"
1600,formula_1,"SELECT raceid, positiontext FROM (SELECT raceid, positiontext, RANK() OVER (PARTITION BY raceid ORDER BY COUNT(*) DESC) AS rank FROM results GROUP BY raceid, positiontext) subq WHERE rank = 1"
1601,toxicology,"SELECT atom_id, molecule_id FROM atom WHERE element LIKE 'Zn%' ORDER BY atom_id DESC NULLS LAST"
1602,california_schools,"SELECT '2025-04-15' AS reporting_date, COUNT(CASE WHEN opendate < '2025-04-15' AND (closeddate IS NULL OR closeddate >= '2025-04-15') THEN 1 END) AS active_schools_in_san_benito FROM schools WHERE county = 'San Benito';"
1603,esophageal,"SELECT patients.patient_id, demographics.gender, lifestyle_and_risk_factors.alcohol_history_documented, COUNT(lifestyle_and_risk_factors.alcohol_history_documented) AS alcohol_history_count FROM patients JOIN lifestyle_and_risk_factors ON patients.patient_id = lifestyle_and_risk_factors.patient_id JOIN demographics ON patients.patient_id = demographics.patient_id WHERE informed_consent_verified = TRUE AND lifestyle_and_risk_factors.alcohol_history_documented = TRUE GROUP BY patients.patient_id, demographics.gender, lifestyle_and_risk_factors.alcohol_history_documented ORDER BY patients.patient_id;"
1604,superhero,"SELECT sh.id AS hero_id, sh.superhero_name, c.colour AS skin_color FROM superhero AS sh JOIN colour AS c ON sh.skin_colour_id = c.id WHERE c.colour LIKE '%Emerald%' AND sh.height_cm BETWEEN 160 AND 190 ORDER BY sh.id DESC"
1605,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, b.bond_id, b.bond_type, c.atom_id2 FROM molecule AS m LEFT JOIN atom AS a ON m.molecule_id = a.molecule_id LEFT JOIN connected AS c ON a.atom_id = c.atom_id LEFT JOIN bond_list AS b ON c.bond_id = b.bond_id WHERE a.element = 'Ni' ORDER BY m.label ASC, a.atom_id DESC, b.transact_dt_tm NULLS LAST"
1606,toxicology,"SELECT atom.atom_id, atom.element, molecule.label, bond_list.transact_dt_tm FROM atom INNER JOIN molecule ON atom.molecule_id = molecule.molecule_id LEFT JOIN bond_list ON atom.molecule_id = bond_list.molecule_id WHERE atom.element = 'Rn' AND bond_list.bond_type = 'dative' ORDER BY molecule.label DESC, atom.atom_id ASC"
1607,superhero,"WITH GENDER_RANK AS (SELECT ID, GENDER, ROW_NUMBER() OVER (ORDER BY ID DESC NULLS LAST) AS RANK FROM GENDER) SELECT G1.GENDER AS CURRENT_GENDER, G2.GENDER AS GENDER_BEFORE_5 FROM GENDER_RANK AS G1 LEFT JOIN GENDER_RANK AS G2 ON G2.RANK = G1.RANK - 5"
1608,european_football_2,"SELECT TA.ID, TA.BUILDUPPLAYSPEED, TA.CHANCECREATIONPASSING, TA.DEFENCEAGGRESSION, TA.DEFENCETEAMWIDTH FROM team_attributes AS TA WHERE TA.BUILDUPPLAYSPEED > (SELECT AVG(BUILDUPPLAYSPEED) FROM team_attributes) AND TA.CHANCECREATIONPASSING < (SELECT AVG(CHANCECREATIONPASSING) FROM team_attributes)"
1609,formula_1,"SELECT raceId FROM races WHERE EXISTS(SELECT 1 FROM circuits WHERE circuits.circuitId = races.circuitId AND circuits.country LIKE 'S%') AND NOT EXISTS(SELECT 1 FROM circuits WHERE circuits.circuitId = races.circuitId AND circuits.name LIKE '%Stadium%')"
1610,european_football_2,"SELECT Player.player_api_id, Player.player_name, Player_Attributes.marking FROM player LEFT JOIN player_attributes ON Player.player_api_id = Player_Attributes.player_api_id AND Player_Attributes.marking > 75"
1611,california_schools,"SELECT s.cname AS county, sch.school, AVG(s.avgscrmath * 0.4 + s.avgscrread * 0.4 + s.avgscrwrite * 0.2) AS balanced_sat_score FROM satscores s JOIN schools sch ON s.cds = sch.cdscode WHERE s.cname IN (SELECT s.cname FROM satscores s GROUP BY s.cname ORDER BY AVG(s.avgscrmath * 0.4 + s.avgscrread * 0.4 + s.avgscrwrite * 0.2) DESC nulls last LIMIT 6) GROUP BY s.cname, sch.school ORDER BY s.cname, balanced_sat_score DESC;"
1612,card_games,"SELECT * FROM card_choice WHERE 2 = (CASE WHEN card_id > 500 THEN 1 ELSE 0 END) + (CASE WHEN non_valid_cards IS NOT NULL THEN 1 ELSE 0 END);"
1613,toxicology,"SELECT molecule.molecule_id, COUNT(DISTINCT atom.atom_id) AS unique_sulfur_atoms FROM molecule INNER JOIN atom ON molecule.molecule_id = atom.molecule_id WHERE atom.element = 'S' GROUP BY molecule.molecule_id;"
1614,formula_1,"SELECT r.raceid, r.name AS racename, c.country AS circuitcountry, d.forename AS driverfirstname, d.surname AS driverlastname, co.name AS teamname, res.grid AS qualifyingposition, res.fastestlaptime FROM races AS r INNER JOIN circuits AS c ON r.circuitid = c.circuitid INNER JOIN results AS res ON r.raceid = res.raceid INNER JOIN drivers AS d ON res.driverid = d.driverid INNER JOIN constructors AS co ON res.constructorid = co.constructorid WHERE r.year BETWEEN 2008 AND 2012 AND res.points > 8 AND res.positionorder <= 6 ORDER BY r.raceid ASC, res.fastestlaptime DESC"
1615,toxicology,"SELECT a1.element, a2.element FROM atom AS a1 INNER JOIN atom AS a2 ON (a1.element, a2.element) IN (('Fe', 'Cu'), ('Fe', 'Zn'), ('Cu', 'Zn'))"
1616,california_schools,"SELECT s.school FROM schools s WHERE s.county IN ('San Francisco', 'Alameda') AND s.charter = 0 AND s.virtual = 'N' GROUP BY s.school HAVING COUNT(DISTINCT s.county) = 2;"
1617,student_club,"SELECT link_to_member, SUM(hours) AS total_volunteer_hours FROM attendance WHERE hours BETWEEN 1 AND 4 GROUP BY link_to_member HAVING SUM(hours) > 10"
1618,toxicology,"SELECT m.molecule_id, m.label, a.element FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id WHERE a.element LIKE 'K%' ORDER BY m.label NULLS FIRST, a.atom_id NULLS FIRST"
1619,toxicology,"WITH molecule_bond_elements AS (SELECT molecule_id AS mol FROM bond_list UNION ALL SELECT molecule_id AS mol FROM atom) SELECT mol AS id, COUNT(*) AS num FROM molecule_bond_elements GROUP BY mol HAVING COUNT(*) > (SELECT AVG(cnt) FROM (SELECT COUNT(*) AS cnt FROM molecule_bond_elements GROUP BY mol) AS avg_elements);"
1620,toxicology,"SELECT bond_id, MAX(CASE WHEN rn = 1 THEN molecule_id END) AS molecule_id_1, MAX(CASE WHEN rn = 2 THEN molecule_id END) AS molecule_id_2, MAX(CASE WHEN rn = 3 THEN molecule_id END) AS molecule_id_3 FROM (SELECT bond_id, molecule_id, ROW_NUMBER() OVER (PARTITION BY bond_id ORDER BY molecule_id ASC) AS rn FROM bond) AS subquery WHERE rn <= 3 GROUP BY bond_id ORDER BY bond_id"
1621,toxicology,"SELECT av1.atom_id, av2.atom_id FROM atom_view AS av1 INNER JOIN atom_view AS av2 ON (av1.atom_id, av2.atom_id) IN (('AV100', 'AV101'), ('AV100', 'AV102'), ('AV101', 'AV102'))"
1622,esophageal,"SELECT patients.patient_id, demographics.gender, pathology_and_surgery.primary_pathology_lymph_node_metastasis_radiographic_evidence, AVG(demographics.height) AS avg_height FROM patients JOIN pathology_and_surgery ON patients.patient_id = pathology_and_surgery.patient_id JOIN demographics ON patients.patient_id = demographics.patient_id WHERE informed_consent_verified = TRUE AND pathology_and_surgery.primary_pathology_lymph_node_metastasis_radiographic_evidence = FALSE GROUP BY patients.patient_id, demographics.gender, pathology_and_surgery.primary_pathology_lymph_node_metastasis_radiographic_evidence ORDER BY patients.patient_id;"
1623,toxicology,"SELECT atom_id, molecule_id FROM atom WHERE element LIKE 'Be%' ORDER BY molecule_id DESC NULLS FIRST"
1624,formula_1,"SELECT d.forename, d.surname, r.fastestlapspeed FROM drivers d INNER JOIN results r ON d.driverid = r.driverid WHERE r.fastestlapspeed IS NOT NULL AND r.position <= 3 ORDER BY r.fastestlapspeed DESC LIMIT 5;"
1625,card_games,"SELECT C.name, C.types FROM cards AS C LEFT JOIN legalities AS L ON L.uuid = C.uuid WHERE L.format = 'Pauper' AND C.convertedmanacost = 0.0"
1626,superhero,"SELECT sh.id AS hero_id, sh.superhero_name, c.colour AS hair_color FROM superhero AS sh JOIN colour AS c ON sh.hair_colour_id = c.id WHERE c.colour LIKE '%Chestnut%' AND sh.height_cm > 180 ORDER BY sh.id DESC"
1627,formula_1,"SELECT d.forename, d.surname, r.fastestlaptime FROM drivers d INNER JOIN results r ON d.driverid = r.driverid WHERE r.fastestlaptime IS NOT NULL AND r.position <= 8 ORDER BY r.fastestlapspeed DESC LIMIT 7;"
1628,superhero,"SELECT * FROM attribute JOIN hero_attribute ON hero_attribute.attribute_id = attribute.id WHERE NOT (attribute_name = 'Speed' AND attribute_value BETWEEN 40 AND 60)"
1629,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, c.atom_id2, bl.bond_id, bl.transact_dt_tm FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond_list AS bl ON c.bond_id = bl.bond_id WHERE a.element = 'Kr' ORDER BY m.molecule_id DESC, a.atom_id NULLS FIRST, c.atom_id2 NULLS LAST"
1630,toxicology,"SELECT atom.atom_id, atom.element, molecule.label, connected.bond_id FROM atom INNER JOIN molecule ON atom.molecule_id = molecule.molecule_id LEFT JOIN connected ON atom.atom_id = connected.atom_id WHERE atom.element = 'Se' AND connected.atom_id2 IS NULL ORDER BY molecule.label ASC, atom.atom_id DESC"
1631,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, bl.bond_id, bl.bond_type FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id2 INNER JOIN bond_list AS bl ON c.bond_id = bl.bond_id WHERE a.element = 'I' ORDER BY m.molecule_id ASC, a.atom_id NULLS FIRST, bl.bond_id NULLS LAST"
1632,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, br.bond_type, br.bond_seq FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond_ref AS br ON c.bond_id = br.bond_type WHERE a.element = 'Zn' ORDER BY m.molecule_id DESC, a.atom_id NULLS LAST, br.bond_seq NULLS FIRST"
1633,toxicology,"SELECT * FROM (SELECT c.*, ROW_NUMBER() OVER (PARTITION BY c.bond_type ORDER BY c.bond_seq) AS rnk FROM bond_ref c) subquery WHERE rnk <= 2"
1634,card_games,"SELECT id, (CASE WHEN (colors = 'G' AND power = '4') THEN COALESCE(watermark, '1238') WHEN (colors = 'W' AND power = '3') THEN COALESCE(watermark, '1239') WHEN (colors = 'U' AND power = '2') THEN COALESCE(watermark, '1240') WHEN (colors = 'B' AND power = '1') THEN COALESCE(watermark, '1241') END) AS watermark FROM cards"
1635,superhero,"SELECT sqA.alignment_count AS total_by_alignment, A.alignment AS alignment, P.publisher_name AS publisher, sqAP.alignment_publisher_count AS count_by_alignment_publisher FROM (SELECT alignment_id, COUNT(*) AS alignment_count FROM superhero WHERE alignment_id IS NOT NULL GROUP BY alignment_id) sqA INNER JOIN (SELECT alignment_id, publisher_id, COUNT(*) AS alignment_publisher_count FROM superhero WHERE publisher_id IS NOT NULL GROUP BY alignment_id, publisher_id) sqAP ON sqA.alignment_id = sqAP.alignment_id INNER JOIN alignment A ON sqA.alignment_id = A.id INNER JOIN publisher P ON sqAP.publisher_id = P.id WHERE A.alignment <> 'Neutral' ORDER BY A.alignment DESC, P.publisher_name ASC;"
1636,european_football_2,"SELECT player_api_id, player_name FROM player WHERE id = (SELECT MIN(id) FROM player WHERE player_name LIKE 'Mar%' AND player_fifa_api_id > 300000 AND weight > 75 AND height < 185);"
1637,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, c.atom_id2, b.bond_id, br.bond_seq FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond AS b ON c.bond_id = b.bond_id INNER JOIN bond_ref AS br ON b.bond_type = br.bond_type WHERE br.bond_seq BETWEEN 3 AND 5 AND m.label LIKE 'C%' ORDER BY m.molecule_id ASC, a.atom_id NULLS LAST, c.atom_id2 NULLS FIRST"
1638,toxicology,"SELECT molecule.molecule_id, molecule.label, bond.bond_type FROM molecule LEFT JOIN bond ON molecule.molecule_id = bond.molecule_id WHERE bond.bond_type = 'glycosidic' AND molecule.label LIKE 'Polysaccharide%' AND bond.molecule_id LIKE 'MOL%' AND molecule.molecule_id LIKE 'CHEM%'"
1639,toxicology,"SELECT m.molecule_id, m.label, a.atom_id, a.element, c.atom_id2, b.bond_type FROM molecule AS m INNER JOIN atom AS a ON m.molecule_id = a.molecule_id INNER JOIN connected AS c ON a.atom_id = c.atom_id INNER JOIN bond AS b ON c.bond_id = b.bond_id WHERE a.element = 'Fe' AND b.bond_type = 'ionic' ORDER BY m.molecule_id ASC, a.atom_id DESC, b.bond_type ASC"
1640,toxicology,"SELECT m.molecule_id, m.label, b.bond_type FROM molecule AS m INNER JOIN bond_list AS b ON m.molecule_id = b.molecule_id WHERE b.bond_type LIKE 'a%' AND b.transact_dt_tm > '2023-06-01' ORDER BY m.label NULLS LAST, b.transact_dt_tm NULLS LAST"
1641,thrombosis_prediction,"SELECT p.id, p.diagnosis FROM patient AS p JOIN laboratory AS l ON (p.id = l.id) JOIN (SELECT p.diagnosis, l.aptt FROM patient AS p JOIN laboratory AS l ON (p.id = l.id) WHERE p.diagnosis = 'PSS' AND l.aptt > 150 GROUP BY p.diagnosis, l.aptt HAVING COUNT(*) > 2) AS j ON (p.diagnosis = j.diagnosis AND l.aptt = j.aptt)"
1642,formula_1,"SELECT raceId FROM races WHERE EXISTS(SELECT 1 FROM circuits WHERE circuits.circuitId = races.circuitId AND circuits.country LIKE 'P%') AND NOT EXISTS(SELECT 1 FROM circuits WHERE circuits.circuitId = races.circuitId AND circuits.name LIKE '%Pit Straight%')"
1643,financial,"SELECT MIN(assists) FROM (SELECT assists, DENSE_RANK() OVER (ORDER BY assists ASC NULLS LAST) AS Rank FROM player_stats) AS E WHERE (Rank = 2)"
1644,california_schools,"WITH cte AS (
    SELECT
        cdscode,
        school,
        fundingtype,
        ROW_NUMBER() OVER (
            PARTITION BY cdscode
            ORDER BY lastupdate
        ) AS rn
    FROM schools
)

SELECT
    c.cdscode,
    'School' AS columnname,
    p.school AS oldvalue,
    c.school AS newvalue
FROM cte c
LEFT JOIN cte p
    ON
        c.cdscode = p.cdscode
        AND p.rn + 1 = c.rn
WHERE COALESCE(c.school, '') <> COALESCE(p.school, '')
UNION ALL
SELECT
    c.cdscode,
    'FundingType' AS columnname,
    p.fundingtype AS oldvalue,
    c.fundingtype AS newvalue
FROM cte c
LEFT JOIN cte p
    ON
        c.cdscode = p.cdscode
        AND p.rn + 1 = c.rn
WHERE COALESCE(c.fundingtype, '') <> COALESCE(p.fundingtype, '')
ORDER BY
    cdscode,
    columnname;"
1645,toxicology,"SELECT COALESCE(a.atom_id, b.bond_id) AS combined_identifier, COALESCE(a.molecule_id, b.molecule_id) AS molecular_reference, COALESCE(a.element, b.bond_type) AS property_description FROM atom AS a FULL OUTER JOIN bond_list AS b ON a.atom_id = b.bond_id WHERE a.element LIKE 'Rn%' OR b.transact_dt_tm BETWEEN '2023-01-01' AND '2023-06-30' ORDER BY combined_identifier ASC, molecular_reference DESC"
